colour	x	y	group	clickSelects	showSelected1	PANEL
#6BAED6	5	3.32308006416649	2	linear_down 0.01	0.01	2
#6BAED6	6	3.26553517951231	2	linear_down 0.01	0.01	2
#6BAED6	7	3.20958162853182	2	linear_down 0.01	0.01	2
#6BAED6	8	3.15516456028748	2	linear_down 0.01	0.01	2
#6BAED6	9	3.10223141384456	2	linear_down 0.01	0.01	2
#6BAED6	10	3.0507318108647	2	linear_down 0.01	0.01	2
#6BAED6	11	3.00061745352498	2	linear_down 0.01	0.01	2
#6BAED6	12	2.95184202749204	2	linear_down 0.01	0.01	2
#6BAED6	13	2.904361109695	2	linear_down 0.01	0.01	2
#6BAED6	14	2.85813208065368	2	linear_down 0.01	0.01	2
#6BAED6	15	2.81311404113138	2	linear_down 0.01	0.01	2
#6BAED6	16	2.76926773289319	2	linear_down 0.01	0.01	2
#6BAED6	17	2.7265554633619	2	linear_down 0.01	0.01	2
#6BAED6	18	2.68494103397448	2	linear_down 0.01	0.01	2
#6BAED6	19	2.64438967205188	2	linear_down 0.01	0.01	2
#6BAED6	20	2.60486796600471	2	linear_down 0.01	0.01	2
#6BAED6	21	2.56634380370637	2	linear_down 0.01	0.01	2
#6BAED6	22	2.52878631387375	2	linear_down 0.01	0.01	2
#6BAED6	23	2.49216581030376	2	linear_down 0.01	0.01	2
#6BAED6	24	2.456453738822	2	linear_down 0.01	0.01	2
#6BAED6	25	2.42162262680677	2	linear_down 0.01	0.01	2
#6BAED6	26	2.38764603515891	2	linear_down 0.01	0.01	2
#6BAED6	27	2.35449851259459	2	linear_down 0.01	0.01	2
#6BAED6	28	2.32215555214424	2	linear_down 0.01	0.01	2
#6BAED6	29	2.29059354974688	2	linear_down 0.01	0.01	2
#6BAED6	30	2.25978976483483	2	linear_down 0.01	0.01	2
#6BAED6	31	2.22972228280903	2	linear_down 0.01	0.01	2
#6BAED6	32	2.2003699793103	2	linear_down 0.01	0.01	2
#6BAED6	33	2.17171248619674	2	linear_down 0.01	0.01	2
#6BAED6	34	2.14373015914197	2	linear_down 0.01	0.01	2
#6BAED6	35	2.11640404677338	2	linear_down 0.01	0.01	2
#6BAED6	36	2.08971586127351	2	linear_down 0.01	0.01	2
#6BAED6	37	2.06364795037175	2	linear_down 0.01	0.01	2
#6BAED6	38	2.03818327065709	2	linear_down 0.01	0.01	2
#6BAED6	39	2.01330536214636	2	linear_down 0.01	0.01	2
#6BAED6	40	1.9889983240455	2	linear_down 0.01	0.01	2
#2171B5	0	3.63676932370551	3	linear_down 0.1	0.1	2
#2171B5	1	3.01627212575969	3	linear_down 0.1	0.1	2
#2171B5	2	2.5564057318841	3	linear_down 0.1	0.1	2
#2171B5	3	2.20709644719707	3	linear_down 0.1	0.1	2
#2171B5	4	1.93669051788071	3	linear_down 0.1	0.1	2
#2171B5	5	1.72440571717073	3	linear_down 0.1	0.1	2
#2171B5	6	1.5560561892492	3	linear_down 0.1	0.1	2
#2171B5	7	1.4215935237031	3	linear_down 0.1	0.1	2
#2171B5	8	1.31366303608609	3	linear_down 0.1	0.1	2
#2171B5	9	1.22673344703955	3	linear_down 0.1	0.1	2
#2171B5	10	1.15655512640855	3	linear_down 0.1	0.1	2
#2171B5	11	1.09981029839154	3	linear_down 0.1	0.1	2
#2171B5	12	1.05387824976061	3	linear_down 0.1	0.1	2
#2171B5	13	1.01667159796553	3	linear_down 0.1	0.1	2
#2171B5	14	0.986518065348834	3	linear_down 0.1	0.1	2
#2171B5	15	0.962072541006652	3	linear_down 0.1	0.1	2
#2171B5	16	0.942250093931081	3	linear_down 0.1	0.1	2
#2171B5	17	0.926174006581867	3	linear_down 0.1	0.1	2
#2171B5	18	0.913134914722306	3	linear_down 0.1	0.1	2
#2171B5	19	0.902558368050193	3	linear_down 0.1	0.1	2
#2171B5	20	0.893978900522803	3	linear_down 0.1	0.1	2
#2171B5	21	0.887019206042714	3	linear_down 0.1	0.1	2
#2171B5	22	0.8813733599807	3	linear_down 0.1	0.1	2
#2171B5	23	0.876793270535131	3	linear_down 0.1	0.1	2
#2171B5	24	0.873077721718495	3	linear_down 0.1	0.1	2
#2171B5	25	0.870063503201882	3	linear_down 0.1	0.1	2
#2171B5	26	0.867618224608887	3	linear_down 0.1	0.1	2
#2171B5	27	0.865634491673119	3	linear_down 0.1	0.1	2
#2171B5	28	0.864025184673002	3	linear_down 0.1	0.1	2
#2171B5	29	0.862719629707001	3	linear_down 0.1	0.1	2
#2171B5	30	0.861660493532478	3	linear_down 0.1	0.1	2
#2171B5	31	0.86080126498553	3	linear_down 0.1	0.1	2
#2171B5	32	0.86010421204173	3	linear_down 0.1	0.1	2
#2171B5	33	0.859538724619642	3	linear_down 0.1	0.1	2
#2171B5	34	0.859079970252754	3	linear_down 0.1	0.1	2
#2171B5	35	0.858707803540756	3	linear_down 0.1	0.1	2
#2171B5	36	0.858405881460499	3	linear_down 0.1	0.1	2
#2171B5	37	0.858160945670717	3	linear_down 0.1	0.1	2
#2171B5	38	0.857962240285294	3	linear_down 0.1	0.1	2
#2171B5	39	0.857801039542808	3	linear_down 0.1	0.1	2
#2171B5	40	0.857670264628196	3	linear_down 0.1	0.1	2
#08306B	0	3.63676932370551	4	linear_down 1	1	2
#08306B	1	1.79479590125106	4	linear_down 1	1	2
#08306B	2	3.28966294887148	4	linear_down 1	1	2
#08306B	3	3.77572427665938	4	linear_down 1	1	2
#08306B	4	3.77572427665938	4	linear_down 1	1	2
#08306B	5	3.77572427665938	4	linear_down 1	1	2
#08306B	6	3.77572427665938	4	linear_down 1	1	2
#08306B	7	3.77572427665938	4	linear_down 1	1	2
#08306B	8	3.77572427665938	4	linear_down 1	1	2
#08306B	9	3.77572427665938	4	linear_down 1	1	2
#08306B	10	3.77572427665938	4	linear_down 1	1	2
#08306B	11	3.77572427665938	4	linear_down 1	1	2
#08306B	12	3.77572427665938	4	linear_down 1	1	2
#08306B	13	3.77572427665938	4	linear_down 1	1	2
#08306B	14	3.77572427665938	4	linear_down 1	1	2
#08306B	15	3.77572427665938	4	linear_down 1	1	2
#08306B	16	3.77572427665938	4	linear_down 1	1	2
#08306B	17	3.77572427665938	4	linear_down 1	1	2
#08306B	18	3.77572427665938	4	linear_down 1	1	2
#08306B	19	3.77572427665938	4	linear_down 1	1	2
#08306B	20	3.77572427665938	4	linear_down 1	1	2
#08306B	21	3.77572427665938	4	linear_down 1	1	2
#08306B	22	3.77572427665938	4	linear_down 1	1	2
#08306B	23	3.77572427665938	4	linear_down 1	1	2
#08306B	24	3.77572427665938	4	linear_down 1	1	2
#08306B	25	3.77572427665938	4	linear_down 1	1	2
#08306B	26	3.77572427665938	4	linear_down 1	1	2
#08306B	27	3.77572427665938	4	linear_down 1	1	2
#08306B	28	3.77572427665938	4	linear_down 1	1	2
#08306B	29	3.77572427665938	4	linear_down 1	1	2
#08306B	30	3.77572427665938	4	linear_down 1	1	2
#08306B	31	3.77572427665938	4	linear_down 1	1	2
#08306B	32	3.77572427665938	4	linear_down 1	1	2
#08306B	33	3.77572427665938	4	linear_down 1	1	2
#08306B	34	3.77572427665938	4	linear_down 1	1	2
#08306B	35	3.77572427665938	4	linear_down 1	1	2
#08306B	36	3.77572427665938	4	linear_down 1	1	2
#08306B	37	3.77572427665938	4	linear_down 1	1	2
#08306B	38	3.77572427665938	4	linear_down 1	1	2
#08306B	39	3.77572427665938	4	linear_down 1	1	2
#08306B	40	3.77572427665938	4	linear_down 1	1	2
#C6DBEF	0	10.565493787302	1	linear_up 0.001	0.001	3
#C6DBEF	1	10.5342744218986	1	linear_up 0.001	0.001	3
#C6DBEF	2	10.5031793318005	1	linear_up 0.001	0.001	3
#C6DBEF	3	10.4722079454233	1	linear_up 0.001	0.001	3
#C6DBEF	4	10.4413596940115	1	linear_up 0.001	0.001	3
#C6DBEF	5	10.4106340116238	1	linear_up 0.001	0.001	3
#C6DBEF	6	10.3800303351192	1	linear_up 0.001	0.001	3
#C6DBEF	7	10.3495481041421	1	linear_up 0.001	0.001	3
#C6DBEF	8	10.3191867611085	1	linear_up 0.001	0.001	3
#C6DBEF	9	10.2889457511919	1	linear_up 0.001	0.001	3
#C6DBEF	10	10.2588245223087	1	linear_up 0.001	0.001	3
#C6DBEF	11	10.2288225251048	1	linear_up 0.001	0.001	3
#C6DBEF	12	10.1989392129414	1	linear_up 0.001	0.001	3
#C6DBEF	13	10.169174041881	1	linear_up 0.001	0.001	3
#C6DBEF	14	10.1395264706737	1	linear_up 0.001	0.001	3
#C6DBEF	15	10.1099959607439	1	linear_up 0.001	0.001	3
#C6DBEF	16	10.0805819761758	1	linear_up 0.001	0.001	3
#C6DBEF	17	10.0512839837006	1	linear_up 0.001	0.001	3
#C6DBEF	18	10.0221014526826	1	linear_up 0.001	0.001	3
#C6DBEF	19	9.99303385510587	1	linear_up 0.001	0.001	3
#C6DBEF	20	9.96408066556092	1	linear_up 0.001	0.001	3
#C6DBEF	21	9.93524136123126	1	linear_up 0.001	0.001	3
#C6DBEF	22	9.90651542188029	1	linear_up 0.001	0.001	3
#C6DBEF	23	9.87790232983811	1	linear_up 0.001	0.001	3
#C6DBEF	24	9.84940156998842	1	linear_up 0.001	0.001	3
#C6DBEF	25	9.82101262975548	1	linear_up 0.001	0.001	3
#C6DBEF	26	9.79273499909118	1	linear_up 0.001	0.001	3
#C6DBEF	27	9.76456817046212	1	linear_up 0.001	0.001	3
#C6DBEF	28	9.73651163883679	1	linear_up 0.001	0.001	3
#C6DBEF	29	9.70856490167283	1	linear_up 0.001	0.001	3
#C6DBEF	30	9.68072745890431	1	linear_up 0.001	0.001	3
#C6DBEF	31	9.65299881292914	1	linear_up 0.001	0.001	3
#C6DBEF	32	9.62537846859645	1	linear_up 0.001	0.001	3
#C6DBEF	33	9.59786593319415	1	linear_up 0.001	0.001	3
#C6DBEF	34	9.57046071643645	1	linear_up 0.001	0.001	3
#C6DBEF	35	9.54316233045154	1	linear_up 0.001	0.001	3
#C6DBEF	36	9.51597028976924	1	linear_up 0.001	0.001	3
#C6DBEF	37	9.48888411130878	1	linear_up 0.001	0.001	3
#C6DBEF	38	9.46190331436663	1	linear_up 0.001	0.001	3
#C6DBEF	39	9.43502742060437	1	linear_up 0.001	0.001	3
#C6DBEF	40	9.40825595403664	1	linear_up 0.001	0.001	3
#6BAED6	0	10.565493787302	2	linear_up 0.01	0.01	3
#6BAED6	1	10.2561027779233	2	linear_up 0.01	0.01	3
#6BAED6	2	9.95888288701729	2	linear_up 0.01	0.01	3
#6BAED6	3	9.67328145399465	2	linear_up 0.01	0.01	3
#6BAED6	4	9.39877282534847	2	linear_up 0.01	0.01	3
#6BAED6	5	9.13485699200313	2	linear_up 0.01	0.01	3
#6BAED6	6	8.88105829631009	2	linear_up 0.01	0.01	3
#6BAED6	7	8.63692420511261	2	linear_up 0.01	0.01	3
#6BAED6	8	8.40202414548582	2	linear_up 0.01	0.01	3
#6BAED6	9	8.17594839993316	2	linear_up 0.01	0.01	3
#6BAED6	10	7.95830705798596	2	linear_up 0.01	0.01	3
#6BAED6	11	7.74872902130989	2	linear_up 0.01	0.01	3
#6BAED6	12	7.54686105957141	2	linear_up 0.01	0.01	3
#6BAED6	13	7.35236691445813	2	linear_up 0.01	0.01	3
#6BAED6	14	7.16492644938179	2	linear_up 0.01	0.01	3
#6BAED6	15	6.98423484251909	2	linear_up 0.01	0.01	3
#6BAED6	16	6.81000182096663	2	linear_up 0.01	0.01	3
#6BAED6	17	6.64195093390058	2	linear_up 0.01	0.01	3
#6BAED6	18	6.47981886274007	2	linear_up 0.01	0.01	3
#6BAED6	19	6.32335476641631	2	linear_up 0.01	0.01	3
#6BAED6	20	6.17231965994715	2	linear_up 0.01	0.01	3
#6BAED6	21	6.02648582460938	2	linear_up 0.01	0.01	3
#6BAED6	22	5.88563624808865	2	linear_up 0.01	0.01	3
#6BAED6	23	5.74956409307072	2	linear_up 0.01	0.01	3
#6BAED6	24	5.61807219281618	2	linear_up 0.01	0.01	3
#6BAED6	25	5.49097257233618	2	linear_up 0.01	0.01	3
#6BAED6	26	5.36808599385766	2	linear_up 0.01	0.01	3
#6BAED6	27	5.24924152533387	2	linear_up 0.01	0.01	3
#6BAED6	28	5.13427613082016	2	linear_up 0.01	0.01	3
#6BAED6	29	5.02303428159553	2	linear_up 0.01	0.01	3
#6BAED6	30	4.91536758696801	2	linear_up 0.01	0.01	3
#6BAED6	31	4.81113444375661	2	linear_up 0.01	0.01	3
#6BAED6	32	4.71019970349413	2	linear_up 0.01	0.01	3
#6BAED6	33	4.61243435644462	2	linear_up 0.01	0.01	3
#6BAED6	34	4.51771523157529	2	linear_up 0.01	0.01	3
#6BAED6	35	4.42592471166747	2	linear_up 0.01	0.01	3
#6BAED6	36	4.33695046279272	2	linear_up 0.01	0.01	3
#6BAED6	37	4.25068517741992	2	linear_up 0.01	0.01	3
#6BAED6	38	4.16702633045729	2	linear_up 0.01	0.01	3
#6BAED6	39	4.08587594756851	2	linear_up 0.01	0.01	3
#6BAED6	40	4.0071403851364	2	linear_up 0.01	0.01	3
#2171B5	0	10.565493787302	3	linear_up 0.1	0.1	3
#2171B5	1	7.7518481590476	3	linear_up 0.1	0.1	3
#2171B5	2	5.9147362155699	3	linear_up 0.1	0.1	3
#2171B5	3	4.66760194978853	3	linear_up 0.1	0.1	3
#2171B5	4	3.78866498947435	3	linear_up 0.1	0.1	3
#2171B5	5	3.14813682304874	3	linear_up 0.1	0.1	3
#2171B5	6	2.66809837599878	3	linear_up 0.1	0.1	3
#2171B5	7	2.30028305549524	3	linear_up 0.1	0.1	3
#2171B5	8	2.01369481050757	3	linear_up 0.1	0.1	3
#2171B5	9	1.78764362976336	3	linear_up 0.1	0.1	3
#2171B5	10	1.60777748687574	3	linear_up 0.1	0.1	3
#2171B5	11	1.4637815868892	3	linear_up 0.1	0.1	3
#2171B5	12	1.34801329680926	3	linear_up 0.1	0.1	3
#2171B5	13	1.2546685107438	3	linear_up 0.1	0.1	3
#2171B5	14	1.17925484841813	3	linear_up 0.1	0.1	3
#2171B5	15	1.11824590721959	3	linear_up 0.1	0.1	3
#2171B5	16	1.0688453390297	3	linear_up 0.1	0.1	3
#2171B5	17	1.02881979015106	3	linear_up 0.1	0.1	3
#2171B5	18	0.996376659457585	3	linear_up 0.1	0.1	3
#2171B5	19	0.970072183618594	3	linear_up 0.1	0.1	3
#2171B5	20	0.948740831821096	3	linear_up 0.1	0.1	3
#2171B5	21	0.931440189651113	3	linear_up 0.1	0.1	3
#2171B5	22	0.917407426756411	3	linear_up 0.1	0.1	3
#2171B5	23	0.906024625796227	3	linear_up 0.1	0.1	3
